keyword,search_volume,competition,low_top_of_page_bid,high_top_of_page_bid,cpc,2025_09,2025_08,2025_07,2025_06,2025_05,2025_04,2025_03,2025_02,2025_01,2024_12,2024_11,2024_10,growth_slope,growth_r2,growth_consistency,growth_stability,sustained_growth_score,yoy_trend_%,3month_trend_%
temperature control mug,3600.0,94.0,0.23,0.8,0.53,2900.0,2900.0,1600.0,1900.0,1900.0,1600.0,1900.0,2400.0,3600.0,14800.0,6600.0,2900.0,577.7970490701188,0.41372300588504507,0.36363636363636365,0.8334242748034559,0.022410928188889852,0.0,-80.4054054054054
weatherproof clothing,8100.0,100.0,0.27,1.13,0.86,12100.0,8100.0,8100.0,8100.0,8100.0,6600.0,8100.0,8100.0,8100.0,8100.0,8100.0,9900.0,9.345384200886127,0.45514670959248016,0.5454545454545454,0.7122276888691756,0.00019001707947296684,-18.181818181818183,22.22222222222222
no distractions,3600.0,0.0,0.1,0.36,0.2,4400.0,3600.0,3600.0,4400.0,5400.0,4400.0,4400.0,3600.0,3600.0,2900.0,2900.0,2900.0,-158.33672797656538,0.3256115366835667,0.18181818181818182,0.7227658540622318,-0.0016894693579585813,-34.090909090909086,0.0
task automation,6600.0,15.0,0.77,16.5,9.22,5400.0,2900.0,2900.0,6600.0,22200.0,6600.0,5400.0,4400.0,4400.0,3600.0,3600.0,4400.0,-417.8297869871583,0.001739523504445617,0.18181818181818182,0.4268331439483044,-9.12087108225253e-06,-18.51851851851852,22.22222222222222
trend tracking,2900.0,11.0,0.05,3.35,1.37,4400.0,3600.0,3600.0,2900.0,2900.0,2900.0,2900.0,1900.0,2400.0,1600.0,1600.0,1600.0,-204.34883860229303,0.9843522390824336,0.0,0.43916600350147017,-0.0,-63.63636363636363,0.0
inflation indexed bonds,6600.0,12.0,1.03,5.0,4.11,6600.0,4400.0,5400.0,4400.0,6600.0,8100.0,8100.0,8100.0,8100.0,6600.0,6600.0,6600.0,90.24825948896297,0.513797270305067,0.5454545454545454,0.9145234697058494,0.0035884556127256974,0.0,0.0
flat for rent,74000.0,30.0,0.06,0.55,0.48,40500.0,49500.0,49500.0,60500.0,49500.0,90500.0,74000.0,90500.0,110000.0,90500.0,60500.0,60500.0,1925.7422570027597,0.8355161379764288,0.7272727272727273,0.8410138358895348,0.015310079035995306,49.382716049382715,-33.14917127071823
vehicle financing,8100.0,10.0,0.58,11.29,7.76,9900.0,12100.0,2900.0,6600.0,4400.0,2900.0,3600.0,9900.0,18100.0,8100.0,8100.0,12100.0,481.32900600453974,0.0025528922342021865,0.36363636363636365,0.887781854978404,4.9674751499256385e-05,22.22222222222222,49.382716049382715
process improvement,12100.0,5.0,0.49,12.69,7.05,9900.0,8100.0,9900.0,9900.0,9900.0,12100.0,14800.0,12100.0,14800.0,9900.0,12100.0,12100.0,194.92440030534658,0.7594835494503935,0.8181818181818182,0.935436274498324,0.010420496419775214,22.22222222222222,22.22222222222222
marketplace,7480000.0,5.0,0.17,3.87,3.14,7480000.0,7480000.0,7480000.0,7480000.0,7480000.0,7480000.0,7480000.0,7480000.0,7480000.0,7480000.0,7480000.0,7480000.0,2.905890283372182e-25,1.0,0.0,1.0,0.0,0.0,0.0
baby ball pit,33100.0,100.0,0.2,0.77,0.54,27100.0,27100.0,27100.0,22200.0,22200.0,22200.0,27100.0,22200.0,27100.0,49500.0,60500.0,33100.0,2459.011506028896,0.3777706702983469,0.36363636363636365,0.9410568668088058,0.011233772201029182,22.14022140221402,-33.131313131313135
no distractions app,70.0,26.0,0.04,1.23,1.98,70.0,50.0,50.0,70.0,70.0,110.0,110.0,90.0,90.0,70.0,70.0,50.0,-0.7229509807419315,0.38444912626558825,0.5454545454545454,0.7853782327611748,-0.0016059123377172532,-28.57142857142857,-28.57142857142857
fishing rod sets,3600.0,100.0,0.04,0.75,0.28,4400.0,5400.0,5400.0,5400.0,4400.0,3600.0,2900.0,2400.0,2900.0,3600.0,3600.0,4400.0,-105.29787807736226,0.6575561258140696,0.5454545454545454,0.7105731215428933,-0.00636521572694623,0.0,22.22222222222222
element air purifier,20.0,59.0,0.24,2.37,0.19,20.0,20.0,20.0,10.0,20.0,20.0,30.0,20.0,30.0,20.0,20.0,30.0,0.6192343165482878,0.4830309814685275,0.45454545454545453,1.0,0.006555731615116699,50.0,50.0
spirits online,2900.0,28.0,0.39,2.74,2.64,2400.0,2400.0,2400.0,1900.0,2400.0,1900.0,2400.0,2400.0,3600.0,3600.0,3600.0,3600.0,161.05172148779306,0.548866421308122,0.6363636363636364,1.0,0.022153545174997732,50.0,0.0
green cosmetics,2400.0,33.0,0.3,3.11,1.89,2400.0,1900.0,1900.0,1900.0,1900.0,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,37.62374126045613,0.2769491495826252,0.6363636363636364,0.9867792932825741,0.002980028330403925,0.0,0.0
dna sequencing price,90.0,33.0,0.33,4.0,1.64,70.0,40.0,70.0,50.0,70.0,90.0,110.0,90.0,170.0,110.0,110.0,110.0,5.860530870357886,0.8189283361223307,0.5454545454545454,0.9875968125035705,0.03146283578440325,57.14285714285714,0.0
issue management,2900.0,4.0,2.77,26.39,33.13,2900.0,1900.0,1900.0,2400.0,2900.0,2900.0,3600.0,2900.0,2900.0,2900.0,3600.0,3600.0,97.44826718566362,0.5661305385550841,0.5454545454545454,1.0,0.011026457827629805,24.137931034482758,24.137931034482758
lake house rental,9900.0,50.0,0.31,1.48,1.47,4400.0,8100.0,14800.0,14800.0,12100.0,8100.0,8100.0,5400.0,12100.0,5400.0,6600.0,8100.0,-334.22352169948203,0.0034561506993985303,0.5454545454545454,0.6510580617109398,-4.553325945511941e-05,84.0909090909091,50.0
strike banners,110.0,5.0,1.59,9.28,18.02,110.0,110.0,110.0,70.0,90.0,140.0,110.0,110.0,140.0,110.0,170.0,140.0,4.658287392588161,0.485666971333897,0.5454545454545454,1.0,0.01099287345762989,27.27272727272727,27.27272727272727
royal palace tours,720.0,61.0,0.39,3.56,4.37,480.0,590.0,720.0,720.0,880.0,590.0,590.0,480.0,880.0,720.0,720.0,590.0,4.701982745527246,0.40149328703938436,0.6363636363636364,0.9040655163028588,0.0016794898667259984,22.916666666666664,-18.055555555555554
budgeting app,165000.0,26.0,1.39,9.32,7.61,135000.0,201000.0,201000.0,135000.0,165000.0,165000.0,450000.0,165000.0,135000.0,90500.0,90500.0,74000.0,-11823.142524452585,0.0014960579790705975,0.2727272727272727,0.4713824069478384,-1.2938143581296057e-05,-45.18518518518518,-18.23204419889503
recipe steps,1300.0,7.0,0.23,0.52,0.66,1600.0,1000.0,1000.0,1000.0,1300.0,1000.0,1300.0,1600.0,1300.0,1000.0,1300.0,1300.0,7.075122577319055,0.02490512623417085,0.45454545454545453,0.7854618581239751,5.096304615047964e-05,-18.75,30.0
story feedback,170.0,6.0,0.56,2.28,1.89,170.0,140.0,140.0,170.0,210.0,170.0,170.0,170.0,140.0,140.0,140.0,140.0,-3.161829315139885,0.04863248662111419,0.18181818181818182,0.8395005901770414,-0.000145744030456961,-17.647058823529413,0.0
aviation membership,140.0,42.0,1.09,6.36,4.34,20.0,30.0,70.0,260.0,320.0,320.0,70.0,70.0,50.0,40.0,140.0,210.0,-2.672904120962916,0.1508838480874285,0.6363636363636364,0.5784040746777713,-0.0012275318347049662,950.0,425.0
affordable chic,720.0,16.0,0.06,1.8,0.45,1000.0,1000.0,880.0,880.0,1000.0,880.0,1000.0,880.0,590.0,390.0,320.0,390.0,-67.21972388101962,0.7571624794155507,0.18181818181818182,0.519280196930507,-0.005641612808116088,-61.0,0.0
fish supplier,8100.0,33.0,0.17,1.06,0.87,14800.0,14800.0,12100.0,5400.0,5400.0,5400.0,6600.0,5400.0,5400.0,5400.0,4400.0,6600.0,-510.614206603208,0.8560865900272905,0.09090909090909091,0.3941235305982775,-0.0017576302037893923,-55.4054054054054,22.22222222222222
document scanning,110000.0,66.0,0.01,1.41,0.81,135000.0,135000.0,110000.0,110000.0,110000.0,110000.0,110000.0,110000.0,110000.0,110000.0,110000.0,135000.0,-19.949463059571933,0.5997327386808006,0.09090909090909091,0.8738553897202599,-8.061586018089926e-06,0.0,22.727272727272727
burial services,4400.0,9.0,0.77,8.26,6.35,5400.0,3600.0,3600.0,4400.0,4400.0,5400.0,6600.0,4400.0,3600.0,2900.0,2900.0,3600.0,-168.78481680485825,0.1863701607942384,0.36363636363636365,0.6792098318502714,-0.0017576236276367983,-33.33333333333333,24.137931034482758
wife spa day,20.0,100.0,0.35,1.48,2.88,30.0,20.0,10.0,10.0,10.0,30.0,30.0,20.0,10.0,40.0,70.0,20.0,2.5590911537935637,0.18406921470451365,0.36363636363636365,0.8532695899560205,0.00633928889779364,-33.33333333333333,-50.0
epoxy flooring,368000.0,74.0,0.02,1.51,1.21,550000.0,550000.0,450000.0,450000.0,368000.0,368000.0,301000.0,301000.0,301000.0,246000.0,246000.0,246000.0,-23795.709971305707,0.987261783906142,0.0,0.5027526794075705,-0.0,-55.27272727272727,0.0
winter coat sale,18100.0,100.0,0.23,1.07,0.6,12100.0,9900.0,8100.0,6600.0,6600.0,8100.0,14800.0,22200.0,40500.0,40500.0,40500.0,18100.0,2884.768837331101,0.6648712254241007,0.5454545454545454,0.8691932234693255,0.05739540195016904,49.586776859504134,-55.30864197530864
box supplier,1000.0,50.0,0.49,4.85,3.55,1600.0,1300.0,1000.0,720.0,720.0,880.0,880.0,880.0,1000.0,880.0,1300.0,1000.0,3.6342951900952656,0.4766146358854042,0.18181818181818182,0.6381645818446935,0.00018870982032382882,-37.5,13.636363636363635
insight generation,720.0,6.0,0.03,4.01,2.13,720.0,720.0,880.0,590.0,590.0,590.0,590.0,590.0,880.0,590.0,880.0,720.0,9.715061946105411,0.05906022883943318,0.2727272727272727,0.9167297675701572,0.00020707320808217682,0.0,22.033898305084744
household essentials,12100.0,85.0,0.22,0.8,0.56,12100.0,9900.0,9900.0,8100.0,9900.0,8100.0,12100.0,9900.0,14800.0,18100.0,14800.0,14800.0,674.6566254181097,0.35612446647783547,0.5454545454545454,1.0,0.011661213426126409,22.31404958677686,-18.23204419889503
mindset training,6600.0,16.0,0.06,2.29,2.56,6600.0,6600.0,6600.0,5400.0,6600.0,12100.0,6600.0,6600.0,6600.0,6600.0,8100.0,8100.0,61.20098212070665,0.2912351310976058,0.36363636363636365,0.9131150754612409,0.0008400886445949969,22.727272727272727,22.727272727272727
river rafting,74000.0,15.0,0.09,0.83,0.88,49500.0,74000.0,90500.0,110000.0,90500.0,74000.0,60500.0,49500.0,60500.0,60500.0,49500.0,49500.0,-3156.72325659841,0.053028071280681655,0.36363636363636365,0.6292751104817359,-0.000544847961822896,0.0,-18.181818181818183
buy charging station,260.0,99.0,0.54,3.33,2.1,210.0,170.0,210.0,210.0,480.0,210.0,210.0,210.0,260.0,390.0,260.0,320.0,7.935329285566674,0.5517476641876993,0.5454545454545454,0.9674730257853753,0.009347538689512816,52.38095238095239,-17.94871794871795
aframe tent,5400.0,100.0,0.2,1.02,0.34,5400.0,6600.0,8100.0,8100.0,8100.0,6600.0,6600.0,5400.0,4400.0,3600.0,4400.0,4400.0,-345.23366492496064,0.25672846640502656,0.36363636363636365,0.6214197841215444,-0.0031899614132221625,-18.51851851851852,22.22222222222222
family history books,2400.0,82.0,0.34,2.14,1.09,2900.0,1900.0,2400.0,2900.0,1900.0,1900.0,1900.0,1600.0,2400.0,2900.0,2400.0,1900.0,4.682502625675887,0.30812740225049473,0.45454545454545453,0.763961094085035,0.00021746731371424943,-34.48275862068966,-34.48275862068966
weather sensor,2900.0,68.0,0.14,1.81,0.81,3600.0,2400.0,3600.0,2400.0,2400.0,2400.0,2900.0,2400.0,2900.0,2400.0,2900.0,2900.0,-6.49689419129851,0.49263602714794186,0.45454545454545453,0.7661847288567939,-0.00039341316622643795,-19.444444444444446,20.833333333333336
process mapping,60500.0,19.0,0.53,12.97,13.55,49500.0,40500.0,40500.0,40500.0,49500.0,49500.0,135000.0,90500.0,60500.0,40500.0,49500.0,60500.0,59.085074947427756,0.3910906516492144,0.45454545454545453,0.7449887689687282,0.0001379626265206793,22.22222222222222,49.382716049382715
parish registry,1300.0,14.0,0.43,1.68,1.57,1900.0,1300.0,1000.0,1000.0,1300.0,1000.0,1000.0,1000.0,1300.0,880.0,1000.0,1000.0,-29.488809416973904,0.661820344209678,0.18181818181818182,0.5415385694203445,-0.0015652342184864707,-47.368421052631575,13.636363636363635
gas heater price,3600.0,95.0,0.14,2.31,0.61,1000.0,1300.0,2900.0,6600.0,5400.0,3600.0,1900.0,1900.0,4400.0,6600.0,3600.0,1900.0,64.9098413726591,0.4532405454288292,0.5454545454545454,0.7903148915154538,0.0039982865203868866,90.0,-71.21212121212122
forensic training course,140.0,34.0,1.66,10.0,4.77,110.0,110.0,140.0,110.0,140.0,110.0,140.0,110.0,170.0,90.0,110.0,210.0,2.7623098551056398,0.46427837032064945,0.45454545454545453,1.0,0.00472289058048747,90.9090909090909,133.33333333333331
print advertising,40500.0,3.0,0.08,0.87,0.81,40500.0,22200.0,18100.0,22200.0,40500.0,49500.0,40500.0,49500.0,90500.0,49500.0,49500.0,60500.0,3029.8345160748954,0.6577930328443904,0.5454545454545454,0.9731915918733601,0.026276302947063162,49.382716049382715,22.22222222222222
language training program,390.0,19.0,0.6,5.4,3.38,170.0,140.0,170.0,320.0,320.0,260.0,1000.0,1000.0,320.0,260.0,260.0,260.0,-2.3053332136094857,0.501849190809607,0.5454545454545454,0.5424974233733537,-0.000987540103605078,52.94117647058824,0.0
west clothing,1000.0,76.0,0.2,2.58,0.51,880.0,880.0,880.0,880.0,1000.0,1000.0,880.0,1000.0,1300.0,1000.0,1000.0,1300.0,26.116563487895405,0.8598375830803047,0.45454545454545453,1.0,0.010642304771254035,47.72727272727273,30.0
design sprints,14800.0,5.0,0.21,8.28,4.53,18100.0,12100.0,12100.0,12100.0,14800.0,14800.0,18100.0,18100.0,14800.0,12100.0,18100.0,22200.0,406.0256611336517,0.08390707760533134,0.5454545454545454,0.9766479531700007,0.0011967545232100375,22.65193370165746,83.47107438016529
open mindedness,165000.0,1.0,0.13,2.79,1.04,201000.0,165000.0,165000.0,135000.0,165000.0,135000.0,135000.0,135000.0,135000.0,135000.0,135000.0,135000.0,-3069.646187099282,0.85518278016389,0.09090909090909091,0.6804710116700473,-0.0010439216552233738,-32.83582089552239,0.0
governance programme,880.0,6.0,1.8,10.0,7.61,880.0,590.0,720.0,1000.0,1000.0,880.0,1000.0,880.0,1000.0,880.0,880.0,1300.0,21.2167750712786,0.5894643142916357,0.5454545454545454,1.0,0.007772549601030522,47.72727272727273,47.72727272727273
user provisioning,1600.0,4.0,4.55,25.0,20.21,1600.0,1300.0,1300.0,1600.0,1600.0,1900.0,1900.0,1600.0,1600.0,1300.0,1600.0,1600.0,-3.9341436240029344,0.2008449069277597,0.5454545454545454,0.912200676186356,-0.00025145237790921113,0.0,23.076923076923077
drama therapy,6600.0,3.0,0.2,6.81,6.04,6600.0,6600.0,5400.0,6600.0,6600.0,5400.0,6600.0,5400.0,6600.0,4400.0,5400.0,6600.0,-68.54014405771075,0.6895199643558596,0.45454545454545453,0.8895750710072982,-0.0031256177961904727,0.0,50.0
lunch meeting catering,90.0,28.0,1.85,21.06,8.34,90.0,50.0,70.0,50.0,50.0,70.0,110.0,140.0,110.0,70.0,70.0,140.0,3.598336974634021,0.36536138130958984,0.5454545454545454,1.0,0.008982285946123596,55.55555555555556,100.0
incident reporting software,2400.0,8.0,0.7,42.62,14.1,3600.0,880.0,1000.0,1300.0,2400.0,3600.0,5400.0,1600.0,1900.0,2900.0,1900.0,1300.0,-49.175621547638144,0.006158138862294438,0.36363636363636365,0.5768985455092324,-2.660261686195038e-05,-63.888888888888886,-55.172413793103445
memorial service,22200.0,5.0,0.13,4.52,3.19,22200.0,18100.0,22200.0,22200.0,27100.0,22200.0,27100.0,22200.0,22200.0,14800.0,18100.0,18100.0,-584.9162020868832,0.026022941905253005,0.36363636363636365,0.7928317521928487,-0.00020114552235990556,-18.46846846846847,22.2972972972973
explainability,9900.0,0.0,0.05,1.34,0.45,9900.0,8100.0,8100.0,9900.0,9900.0,9900.0,9900.0,8100.0,8100.0,8100.0,9900.0,9900.0,-3.2595323968027197,0.03510212264746637,0.5454545454545454,0.9368513339827499,-6.393657459173851e-06,0.0,22.22222222222222
author website,5400.0,29.0,0.82,10.28,6.2,6600.0,5400.0,5400.0,4400.0,5400.0,5400.0,6600.0,5400.0,6600.0,5400.0,6600.0,6600.0,93.87791390239843,0.006950215327668041,0.5454545454545454,0.9389149156086972,5.79935237626888e-05,0.0,22.22222222222222
role based training,320.0,3.0,2.88,32.84,48.55,320.0,140.0,170.0,260.0,320.0,480.0,480.0,390.0,260.0,260.0,260.0,210.0,-5.519156786072911,0.18834391085007984,0.45454545454545453,0.7121323721972599,-0.0011412595733905487,-34.375,-19.230769230769234
presence management,480.0,5.0,2.55,15.99,12.33,320.0,260.0,320.0,480.0,480.0,720.0,1000.0,880.0,480.0,260.0,390.0,320.0,-13.677805525836668,0.3733544994313588,0.5454545454545454,0.5934356598810754,-0.003454991257543021,0.0,23.076923076923077
version control software,2400.0,9.0,2.85,18.9,15.67,2400.0,1600.0,1900.0,2400.0,3600.0,2400.0,2900.0,2400.0,2400.0,1900.0,2400.0,2900.0,4.966462988996427,0.23213374249608898,0.45454545454545453,0.9430120525825411,0.0002076798586305473,20.833333333333336,52.63157894736842
childcare access,140.0,9.0,1.69,10.36,4.02,140.0,140.0,140.0,90.0,140.0,140.0,140.0,90.0,140.0,110.0,140.0,170.0,1.3038138245870616,0.13392737024208823,0.5454545454545454,1.0,0.0007284800652056191,21.428571428571427,54.54545454545454
remote trading,140.0,17.0,0.93,4.56,1.21,170.0,210.0,110.0,140.0,140.0,90.0,110.0,260.0,140.0,90.0,140.0,90.0,-3.7468894832716555,0.3874054884890539,0.2727272727272727,0.6365521312305117,-0.0016958615114943372,-47.05882352941176,0.0
average silver price,110.0,14.0,0.28,2.02,1.7,140.0,110.0,110.0,140.0,140.0,110.0,140.0,110.0,110.0,110.0,110.0,140.0,-0.8231814163525127,0.3239089062924889,0.36363636363636365,0.8722738833716791,-0.0006840906925706029,0.0,27.27272727272727
window blinds sale,3600.0,98.0,1.73,9.66,5.54,3600.0,2900.0,3600.0,3600.0,6600.0,3600.0,3600.0,2900.0,4400.0,4400.0,4400.0,3600.0,24.726301344364156,0.2793481236967623,0.5454545454545454,0.8685290039233895,0.0008478045458805514,0.0,-18.181818181818183
budget planning,90500.0,95.0,0.57,5.19,1.88,74000.0,74000.0,74000.0,60500.0,74000.0,74000.0,74000.0,74000.0,110000.0,110000.0,90500.0,90500.0,3024.8559285896376,0.62302682272595,0.5454545454545454,0.989347315961542,0.01300150499202023,22.2972972972973,-17.727272727272727
route planning software,4400.0,20.0,0.27,14.04,11.11,3600.0,4400.0,12100.0,3600.0,4400.0,4400.0,5400.0,2900.0,3600.0,2900.0,2900.0,2400.0,-316.0063428280787,0.22994473841254792,0.2727272727272727,0.41131489551472405,-0.001730808801235703,-33.33333333333333,-17.24137931034483
fashion copywriting,390.0,5.0,0.11,3.23,2.05,260.0,260.0,260.0,320.0,390.0,390.0,480.0,390.0,480.0,320.0,390.0,480.0,10.978482515705506,0.8730734649842198,0.7272727272727273,0.996269884111972,0.020230634642952692,84.61538461538461,50.0
healthy foods online,1600.0,100.0,0.33,5.63,3.37,1300.0,1300.0,1600.0,1600.0,1300.0,1300.0,1600.0,1600.0,1600.0,1300.0,1300.0,1600.0,1.4074546388467453,0.35069211213856466,0.5454545454545454,0.9586062429310959,0.00018025201506288797,23.076923076923077,23.076923076923077
crossborder trade,1600.0,2.0,0.18,4.97,7.27,1600.0,1300.0,1300.0,1300.0,1600.0,1900.0,1900.0,1600.0,1300.0,1300.0,1600.0,1600.0,-2.0298398821167,0.09188087543674495,0.45454545454545453,0.9087290934731053,-5.082937830592323e-05,0.0,23.076923076923077
subtitles,246000.0,2.0,0.05,1.33,1.08,246000.0,246000.0,246000.0,201000.0,246000.0,246000.0,246000.0,246000.0,246000.0,301000.0,246000.0,301000.0,4543.914435258201,0.387878045533778,0.6363636363636364,1.0,0.004555163448393911,22.35772357723577,0.0
physical exam,90500.0,8.0,0.2,4.99,5.39,90500.0,90500.0,90500.0,90500.0,90500.0,90500.0,90500.0,90500.0,90500.0,90500.0,90500.0,90500.0,4.540453567769034e-27,1.0,0.0,1.0,0.0,0.0,0.0
police uniform,49500.0,51.0,0.18,1.02,0.43,49500.0,49500.0,49500.0,40500.0,49500.0,40500.0,49500.0,40500.0,49500.0,49500.0,60500.0,60500.0,1182.3918847966368,0.03782708663698042,0.5454545454545454,1.0,0.0005081576234874444,22.22222222222222,22.22222222222222
country fashion,1900.0,89.0,0.08,1.32,1.4,2400.0,1900.0,2400.0,1900.0,1900.0,2400.0,1900.0,1900.0,1900.0,1900.0,2400.0,2400.0,12.445857393322774,0.2879477282270493,0.36363636363636365,0.9106748857582679,0.0005618820551485325,0.0,26.31578947368421
table set,90500.0,92.0,0.03,1.0,0.41,60500.0,60500.0,74000.0,60500.0,74000.0,90500.0,90500.0,74000.0,90500.0,165000.0,165000.0,90500.0,7459.387527910764,0.8307140701839042,0.6363636363636364,0.915584002074353,0.04404215242230382,49.586776859504134,-45.151515151515156
communion cup,9900.0,100.0,0.71,9.32,4.46,8100.0,8100.0,8100.0,8100.0,9900.0,12100.0,9900.0,8100.0,12100.0,9900.0,9900.0,22200.0,621.1526451513439,0.7013489014426092,0.45454545454545453,1.0,0.020785895969427808,174.07407407407408,124.24242424242425
garden furniture set,27100.0,100.0,0.27,1.31,1.14,9900.0,27100.0,33100.0,40500.0,74000.0,74000.0,49500.0,18100.0,8100.0,4400.0,3600.0,4400.0,-4453.856401376437,0.000259990276426314,0.45454545454545453,0.23808952701021677,-4.0308818757790656e-06,-55.55555555555556,0.0
bereavement support,6600.0,16.0,0.77,4.45,4.89,6600.0,5400.0,6600.0,5400.0,6600.0,6600.0,8100.0,6600.0,8100.0,5400.0,6600.0,6600.0,17.988468945834548,0.3554448291046248,0.45454545454545453,0.9192513398706473,0.0004118067427722588,0.0,22.22222222222222
investment coaching,720.0,39.0,0.71,8.04,6.15,720.0,590.0,590.0,720.0,590.0,720.0,880.0,720.0,1000.0,720.0,880.0,880.0,22.165494963215956,0.6891936696603091,0.5454545454545454,1.0,0.01155929240703337,22.22222222222222,22.22222222222222
second drive,720.0,6.0,0.36,3.46,1.47,720.0,590.0,720.0,720.0,880.0,1000.0,1000.0,590.0,720.0,720.0,880.0,880.0,5.740930402259963,0.3888413752255435,0.6363636363636364,0.91765512633484,0.001704535259374803,22.22222222222222,22.22222222222222
energy efficiency solutions,3600.0,12.0,0.06,1.23,1.26,5400.0,5400.0,3600.0,3600.0,3600.0,4400.0,2400.0,1600.0,1600.0,1900.0,3600.0,2900.0,-173.0766304301944,0.895963831082992,0.2727272727272727,0.5134161841801004,-0.005855473633616004,-46.2962962962963,52.63157894736842
best hair dryer,90500.0,100.0,0.06,1.92,1.61,90500.0,90500.0,90500.0,74000.0,74000.0,74000.0,90500.0,90500.0,110000.0,165000.0,135000.0,110000.0,5725.885484537275,0.45009991265842664,0.45454545454545453,0.9720123350656008,0.01211535154004924,21.54696132596685,-33.33333333333333
