keyword,search_volume,competition,low_top_of_page_bid,high_top_of_page_bid,cpc,2025_09,2025_08,2025_07,2025_06,2025_05,2025_04,2025_03,2025_02,2025_01,2024_12,2024_11,2024_10,growth_slope,growth_r2,growth_consistency,growth_stability,sustained_growth_score,yoy_trend_%,3month_trend_%,priority_score
jewelry store,823000,77,0.15,3.06,2.05,450000,550000,550000,550000,673000,673000,673000,673000,1000000,1830000,1220000,1000000,82880.5115561392,0.8306131549224847,0.9090909090909091,0.9653355804298623,0.084611368852605,122.22222222222223,-45.3551912568306,10.920500608890112
jewellery store,823000,77,0.15,3.06,2.05,450000,550000,550000,550000,673000,673000,673000,673000,1000000,1830000,1220000,1000000,82880.5115561392,0.8306131549224847,0.9090909090909091,0.9653355804298623,0.084611368852605,122.22222222222223,-45.3551912568306,10.920500608890112
api payments gateway,2400,17,0.18,27.41,27.5,110,110,70,140,170,260,210,5400,8100,5400,3600,6600,639.9657314068658,0.7894192103322801,0.7272727272727273,1,0.2227864213683007,5900,22.22222222222222,10.910862901809894
customer management software,110000,33,0.02,0.53,0.8,33100,22200,33100,40500,90500,74000,74000,40500,165000,301000,201000,110000,16967.275532371154,0.8180971079906786,0.7272727272727273,0.8930200379929992,0.11640980794002972,232.3262839879154,-63.45514950166113,10.910068227453623
video player software,18100,9,0.02,1.23,0.55,1000,1300,1900,1900,2400,14800,33100,49500,2900,14800,14800,74000,3276.11602290763,0.7752876490433217,0.7272727272727273,1,0.15622263125136898,7300,400,10.909136074755613
risk registry,33100,19,0.1,20,11.17,2900,1600,1900,2400,14800,9900,40500,40500,74000,110000,135000,6600,8741.244425741781,0.8091077132064197,0.7272727272727273,0.7195814366557591,0.1407303550784083,127.58620689655173,-94,10.880597978349586
turkey brine kit,27100,100,0.3,1.24,0.65,1000,590,480,480,590,1600,720,880,6600,27100,246000,8100,11002.857341446435,0.44806258786278397,0.5454545454545454,0.7257045717905458,0.14527350373071476,710,-70.11070110701108,10.872899099034274
legal memory analytics,8100,91,2.06,19.39,4.09,590,590,880,590,720,720,720,720,590,590,720,90500,3537.05162273056,0.23253188178028894,0.6363636363636364,1,0.17761213318213598,15238.983050847457,15238.983050847457,10.850428636013229
major league jerseys,246000,91,0.34,1.7,1.18,40500,40500,40500,33100,40500,40500,33100,22200,90500,60500,40500,2240000,88063.15838897777,0.24531098632861403,0.45454545454545453,1,0.10015215259230449,5430.864197530864,3602.479338842975,10.79007266172167
new water purifier,2400,100,0.03,0.53,0.21,480,480,590,480,480,720,880,1000,1600,4400,9900,5400,687.8700510639002,0.6149983778862677,0.7272727272727273,1,0.21901854205544802,1025,22.727272727272727,10.783500621702721
gaming pc,2240000,100,0.31,1.5,1.24,1500000,1830000,1500000,1500000,1500000,1500000,1830000,1830000,2240000,3350000,6120000,5000000,375795.0437643491,0.5875888982618269,0.6363636363636364,1,0.06921432043360756,233.33333333333334,49.25373134328358,10.745529030072785
online bank,1220000,29,0.39,21,16.85,550000,673000,673000,550000,673000,1000000,1000000,1000000,1500000,2740000,2240000,823000,133976.76652939408,0.8005274181379053,0.8181818181818182,0.8356236471329318,0.07653905122550572,49.63636363636363,-69.96350364963504,10.744801899243498
online banking,1220000,29,0.39,21,16.85,550000,673000,673000,550000,673000,1000000,1000000,1000000,1500000,2740000,2240000,823000,133976.76652939408,0.8005274181379053,0.8181818181818182,0.8356236471329318,0.07653905122550572,49.63636363636363,-69.96350364963504,10.744801899243498
outsourcing development,8100,5,0.02,0.16,4.38,2900,1000,720,1000,8100,5400,2900,4400,8100,12100,27100,27100,2236.921504247809,0.6817603194706341,0.6363636363636364,1,0.1748898721738122,834.4827586206897,123.96694214876034,10.74402947232812
cap table optimization,8100,5,0.02,0.16,4.38,2900,1000,720,1000,8100,5400,2900,4400,8100,12100,27100,27100,2236.921504247809,0.6817603194706341,0.6363636363636364,1,0.1748898721738122,834.4827586206897,123.96694214876034,10.74402947232812
agrarian cooperative services,8100,5,0.02,0.16,4.38,2900,1000,720,1000,8100,5400,2900,4400,8100,12100,27100,27100,2236.921504247809,0.6817603194706341,0.6363636363636364,1,0.1748898721738122,834.4827586206897,123.96694214876034,10.74402947232812
leather mukluk,8100,5,0.02,0.16,4.38,2900,1000,720,1000,8100,5400,2900,4400,8100,12100,27100,27100,2236.921504247809,0.6817603194706341,0.6363636363636364,1,0.1748898721738122,834.4827586206897,123.96694214876034,10.74402947232812
satellite receiver,49500,100,0.12,0.6,0.26,22200,22200,27100,22200,22200,27100,27100,33100,49500,60500,135000,135000,10196.767965920704,0.6245740142076771,0.7272727272727273,1,0.12884232867252876,508.10810810810807,123.14049586776858,10.743243859221181
muskrat fur,1900,46,0.11,0.41,0.45,480,390,320,390,390,480,590,720,1600,2400,2400,12100,609.8629865108707,0.46503595528789277,0.8181818181818182,1,0.22748526297148294,2420.833333333333,404.1666666666667,10.737434852267338
portable hard disk,49500,92,0.07,0.51,0.3,27100,27100,33100,33100,33100,33100,49500,40500,74000,90500,110000,90500,7566.521288447898,0.8196768322545203,0.9090909090909091,1,0.12863836172254864,233.94833948339482,0,10.733668416183306
snail mail service,49500,30,0.48,19.03,15.25,18100,14800,18100,22200,27100,27100,33100,40500,74000,40500,40500,165000,7575.15323091046,0.7447995793667355,0.7272727272727273,1,0.1282219346537837,811.6022099447514,307.4074074074074,10.7141188093633
lead generation real estate,49500,30,0.48,19.03,15.25,18100,14800,18100,22200,27100,27100,33100,40500,74000,40500,40500,165000,7575.15323091046,0.7447995793667355,0.7272727272727273,1,0.1282219346537837,811.6022099447514,307.4074074074074,10.7141188093633
term policy,60500,42,0.66,5.54,5.87,22200,27100,33100,33100,40500,27100,27100,33100,33100,27100,246000,201000,15409.437871364242,0.47891861759450827,0.7272727272727273,1,0.12382335488005793,805.4054054054054,641.6974169741698,10.702685301704639
knee surgery,201000,8,0.1,2.04,1.71,90500,90500,74000,74000,90500,90500,135000,165000,246000,450000,550000,246000,36833.114656527156,0.7079277038631787,0.6363636363636364,0.9147023159900337,0.10108031244074452,171.8232044198895,-45.33333333333333,10.663683201606364
ink supplies,6600,62,0.78,8.08,6.47,1000,1300,1600,1000,1300,1300,1900,1300,1600,1600,2900,60500,2410.207831893361,0.2631963997019746,0.8181818181818182,1,0.17864473892772498,5950,3681.25,10.642958227420392
electronics deals,49500,100,0.11,1.23,3.23,12100,14800,18100,12100,14800,22200,22200,18100,27100,135000,301000,18100,15045.585245283739,0.5623750028107424,0.7272727272727273,0.7377492962532691,0.1266150004117167,49.586776859504134,-86.59259259259258,10.638679590891778
file storage,40500,93,0.36,9.7,1.91,18100,18100,22200,22200,27100,22200,33100,33100,40500,33100,90500,110000,6730.696397864895,0.7131434536722574,0.8181818181818182,1,0.1306520582168187,507.7348066298343,232.3262839879154,10.627189842458833
advantage program,40500,0,0.02,0.27,0.45,8100,22200,33100,33100,33100,40500,49500,49500,60500,60500,74000,74000,4843.003124173092,0.988285662048308,1,1,0.1302257701923568,813.5802469135803,22.31404958677686,10.607548813462403
buy butter online,6600,100,0.05,1.42,0.46,260,320,320,260,320,260,320,1300,720,6600,60500,480,2620.463762407852,0.4448581735947842,0.7272727272727273,0.703003338899038,0.17766820347921425,84.61538461538461,-92.72727272727272,10.605659026918385
carrier management,12100,34,0.22,37.89,14.37,1600,1600,1900,1000,1600,1900,2900,1600,18100,1900,5400,110000,4631.23678586522,0.3596027116328899,0.5454545454545454,1,0.15919096410855618,6775,5689.473684210526,10.582210763806291
hurricane shutters,40500,84,1.56,9.87,5.67,14800,18100,18100,22200,22200,18100,18100,14800,40500,49500,49500,246000,11319.719543543077,0.4448338719308095,0.7272727272727273,1,0.1289071522330539,1562.162162162162,396.969696969697,10.54679408405949
antique store,823000,4,0.12,0.86,0.63,550000,673000,673000,673000,673000,673000,673000,673000,1000000,1220000,1500000,1220000,76823.47781712865,0.7633656826111799,1,1,0.07779276105062945,121.81818181818183,0,10.51715269420828
internet hosting,27100,36,0.04,3.59,5.06,2400,1600,1600,1900,33100,33100,27100,18100,40500,49500,40500,40500,3640.4633510430453,0.9432806507272954,0.7272727272727273,1,0.13716613925850715,1587.5,-18.181818181818183,10.51350212168205
gcp cost optimization,6600,36,0.29,5.69,3.24,320,880,480,720,4400,1300,590,390,8100,27100,33100,12100,2517.391438249791,0.6525068103737726,0.5454545454545454,0.9061211895444388,0.1752434224904223,3681.25,-55.35055350553506,10.513043451710809
bedroom furniture sale,8100,97,0.46,2.09,1.95,3600,4400,4400,4400,4400,6600,8100,8100,9900,12100,14800,22200,1354.6376985328375,0.8345815662372861,1,1,0.1689089088841641,516.6666666666667,83.47107438016529,10.51026441816759
accredited online degree,33100,4,0.03,1.69,5.87,6600,18100,22200,9900,6600,9900,27100,27100,74000,74000,49500,60500,5754.691135724652,0.780875718894056,0.7272727272727273,1,0.13240812623677548,816.6666666666666,-18.243243243243242,10.504447549459389
fundraising training,673000,6,0.07,0.61,0.35,368000,450000,550000,550000,550000,550000,673000,673000,823000,1000000,823000,1000000,49279.701122857,0.9632154045084745,1,1,0.0802106874688445,171.73913043478262,0,10.502706013025849
station equipment,450000,9,0.46,5.93,3.51,246000,301000,301000,368000,368000,368000,450000,450000,550000,673000,550000,673000,34495.36013985489,0.9650899977499997,1,1,0.08555390967889935,173.57723577235774,0,10.489756841766937
automated task management,1000,26,1.21,23.78,13.13,170,140,140,210,210,260,260,170,390,880,5400,4400,398.0007243167143,0.49273115998103767,0.7272727272727273,1,0.24911765436863043,2488.2352941176473,400,10.473529631058913
application development,165000,27,0.13,5.92,5.67,90500,74000,74000,74000,90500,110000,90500,110000,201000,246000,301000,450000,29031.993005127544,0.6661924537208772,0.6363636363636364,1,0.10058070049541833,397.2375690607735,82.92682926829268,10.465265843540235
flute for beginners,165000,27,0.13,5.92,5.67,90500,74000,74000,74000,90500,110000,90500,110000,201000,246000,301000,450000,29031.993005127544,0.6661924537208772,0.6363636363636364,1,0.10058070049541833,397.2375690607735,82.92682926829268,10.465265843540235
biosimilar commercialization,3600,23,0.94,39.13,27.54,1300,720,880,880,1300,2400,2900,2900,3600,6600,12100,9900,947.376407550084,0.7338674923118966,0.7272727272727273,1,0.19381405741366442,661.5384615384615,50,10.44891667140798
gaffer course,1600,38,0.26,5.83,4.06,30,30,30,50,50,40,50,50,50,30,1000,18100,750.4130428034002,0.2550363008030131,0.6363636363636364,1,0.22602651404186214,60233.333333333336,60233.333333333336,10.44628068517183
tangerine essential oil,60500,55,0.05,0.74,0.79,27100,33100,27100,40500,40500,40500,49500,33100,60500,60500,110000,165000,9119.548242393887,0.7016836633813042,0.8181818181818182,1,0.11714416734715724,508.85608856088555,172.72727272727272,10.383302892867043
home tour creator,40500,36,0.06,4.44,3.05,14800,14800,18100,27100,33100,33100,33100,60500,74000,60500,90500,60500,5811.272183483229,0.941093954248057,0.8181818181818182,0.9800445522791337,0.12525980710744605,308.78378378378375,0,10.378744297855695
stripe billing,6600,7,0.02,0.16,5.6,2900,1600,1300,2400,2900,8100,5400,6600,14800,12100,12100,18100,1341.228020159159,0.8590554902588864,0.8181818181818182,1,0.17157020092225098,524.1379310344828,49.586776859504134,10.372743140064705
car wash,7480000,11,0.08,1.84,0.91,4090000,5000000,5000000,6120000,6120000,6120000,9140000,7480000,11100000,9140000,7480000,9140000,378494.487210018,0.9532257525171606,0.9090909090909091,0.9925328401978707,0.05018529457132627,123.4718826405868,0,10.323589363295845
pollution control device,2900,66,0.88,5.28,3.04,880,880,1000,880,1000,1600,1600,1600,2900,1900,14800,6600,820.0317305140002,0.5921840982770579,0.8181818181818182,1,0.19800091804573897,650,247.3684210526316,10.317977820136173
end cap hardware,33100,67,0.02,0.93,0.49,14800,9900,12100,12100,12100,22200,18100,18100,22200,60500,135000,33100,7042.902606483728,0.6046144897462251,0.8181818181818182,0.8551555190586065,0.12819699964243966,123.64864864864865,-45.289256198347104,10.314111870795264
icicle lights,27100,100,0.31,1.95,0.78,6600,4400,2900,2900,2900,3600,4400,6600,14800,110000,135000,27100,9275.869814470521,0.5536935557136572,0.5454545454545454,0.815889073027491,0.13250243066713566,310.6060606060606,-75.36363636363636,10.30676135201068
24 hour plumber,33100,34,0.28,22.77,42.9,18100,12100,12100,18100,18100,22200,33100,18100,27100,90500,90500,60500,6747.354756093637,0.7058506554767755,0.7272727272727273,1,0.12782586541872407,234.2541436464088,-33.14917127071823,10.297337242257285
home loan,450000,48,0.19,7.85,5.59,246000,368000,246000,246000,301000,301000,550000,368000,673000,550000,823000,823000,52947.40439935827,0.8227904222161433,0.7272727272727273,1,0.08182707494859959,234.5528455284553,49.63636363636363,10.279070954425906
safety empowerment network,880,5,0.04,19.09,0.45,260,50,40,110,110,260,210,210,480,590,1900,6600,342.2569382748627,0.39103095906202645,0.8181818181818182,1,0.24825371807125027,2438.461538461538,1018.6440677966102,10.254270383726665
leed africa,135000,100,0.21,1.08,0.69,49500,33100,40500,60500,40500,27100,33100,74000,246000,450000,301000,165000,29202.505742201218,0.6544395813048347,0.5454545454545454,0.9035936769162383,0.09967089357399316,233.33333333333334,-63.33333333333333,10.243783278882297
chapter books,135000,100,0.21,1.08,0.69,49500,33100,40500,60500,40500,27100,33100,74000,246000,450000,301000,165000,29202.505742201218,0.6544395813048347,0.5454545454545454,0.9035936769162383,0.09967089357399316,233.33333333333334,-63.33333333333333,10.243783278882297
coworker gifts,27100,100,0.21,2.27,1.12,6600,5400,5400,6600,6600,6600,6600,6600,9900,165000,74000,18100,7648.289790992865,0.5565747877836335,0.7272727272727273,0.7851443156483762,0.13053512482120755,174.24242424242425,-89.03030303030303,10.21955128800311
coworker gift,27100,100,0.21,2.27,1.12,6600,5400,5400,6600,6600,6600,6600,6600,9900,165000,74000,18100,7648.289790992865,0.5565747877836335,0.7272727272727273,0.7851443156483762,0.13053512482120755,174.24242424242425,-89.03030303030303,10.21955128800311
padded protective packaging,673000,16,1.21,5.36,2.69,368000,450000,450000,450000,450000,550000,673000,550000,823000,823000,823000,823000,43011.145271572255,0.9447398125824512,1,1,0.07527278199209726,123.6413043478261,0,10.214924137983878
data management system,74000,31,0.03,0.93,1.1,18100,27100,90500,33100,90500,33100,60500,49500,90500,110000,201000,135000,11710.270465862413,0.800213709075329,0.7272727272727273,1,0.1097743816616324,645.8563535911602,22.727272727272727,10.214400731737726
brand accelerator fragrance,12100,100,0.32,2.02,1.34,4400,5400,4400,4400,6600,5400,6600,8100,18100,9900,33100,33100,2522.781196618216,0.6871573434933382,0.7272727272727273,1,0.14995767079042682,652.2727272727273,234.34343434343435,10.205235215015302
party supplies online,12100,100,0.32,2.02,1.34,4400,5400,4400,4400,6600,5400,6600,8100,18100,9900,33100,33100,2522.781196618216,0.6871573434933382,0.7272727272727273,1,0.14995767079042682,652.2727272727273,234.34343434343435,10.205235215015302
designer area rug,8100,100,0.6,3.21,2.65,480,480,390,260,720,320,480,590,22200,33100,27100,9900,2628.3372606365797,0.6693049929260457,0.5454545454545454,0.8553272801732201,0.16093140671162956,1962.5,-70.09063444108762,10.198464940873361
metal roofing price,60500,63,0.4,8.23,5.56,33100,27100,27100,33100,49500,60500,49500,40500,74000,90500,110000,165000,9794.788049614941,0.7915349980195441,0.7272727272727273,1,0.11318258736727388,398.4894259818731,82.32044198895028,10.193869829257812
metal roof cost,60500,63,0.4,8.23,5.56,33100,27100,27100,33100,49500,60500,49500,40500,74000,90500,110000,165000,9794.788049614941,0.7915349980195441,0.7272727272727273,1,0.11318258736727388,398.4894259818731,82.32044198895028,10.193869829257812
mining rig,22200,94,0.22,1.11,0.66,9900,12100,12100,12100,14800,14800,18100,18100,27100,33100,40500,33100,2649.163246292376,0.8631950219868425,1,1,0.1344715225154731,234.34343434343435,0,10.190959993090965
financial advisor platform,18100,8,0.14,1.34,2.24,5400,12100,12100,3600,4400,12100,18100,12100,18100,12100,49500,74000,4410.44172174813,0.5841112413027572,0.7272727272727273,1,0.13843756507382615,1270.3703703703704,511.5702479338843,10.151905122588065
grassland art,110000,87,1.08,10.16,6.55,60500,74000,74000,74000,74000,74000,110000,90500,110000,110000,135000,301000,12814.998399832033,0.6996921884485183,1,1,0.10134873917935877,397.5206611570248,173.63636363636363,10.150780608646507
car insurance quotes,201000,100,0.18,0.98,0.54,135000,90500,40500,40500,40500,40500,74000,110000,368000,550000,550000,368000,48485.631735646406,0.5194791967701295,0.5454545454545454,1,0.09134275096189287,172.59259259259258,-33.09090909090909,10.147281225171007
collaborative fashion,1000000,14,0.04,1.65,0.5,550000,673000,673000,823000,823000,673000,823000,673000,1220000,1500000,1220000,1500000,80185.71761957018,0.8595784619143584,0.8181818181818182,1,0.06894784342645821,172.72727272727272,0,10.136870605587493
